City,Latitude,Longitude,order
yassibahce,41.005340000000004,37.648032,1718
ban laylan,35.339722200000004,44.5486111,1719
hechenberg,47.816666999999995,11.55,1720
khotoon,70.733333,137.2,1721
zogallicukur,40.607942,36.53787,1722
lovskogen,60.0,14.933333,1723
el matorral,23.024715925,-75.24594450000001,1724
kovchas,43.0166667,26.033333300000002,1725
staryye nori,66.166667,72.366667,1726
smiely,52.399373,18.874160999999997,1727
paldeniya niyangama,7.4166667,80.5333333,1728
nawng lio,21.9333333,97.5333333,1729
firuzi-ye korbal,29.6778,52.9518,1730
jilezi,31.5165,48.3766,1731
lawesso,-4.0835,120.24799999999999,1732
mulola,-13.9375,27.316666750000003,1733
boneh-ye morteza,32.1515,48.8824,1734
bown ashe,20.283333300000002,96.83333329999999,1735
vinh gi,21.933332999999998,105.11666699999999,1736
esteiramantens,37.120789,-7.7492589999999995,1737
anfar,25.61693843333333,2.2249016666666663,1738
tolonan,2.2013960000000004,120.91183699999999,1739
pachincha chica,-20.85,-67.7833333,1740
oberpilghausen,51.1,7.25,1741
keshmar,35.293056,58.103333,1742
amlaouk,35.057171000000004,-4.749631,1743
tolong bosar,2.9059,98.8832,1744
gaddongnge,-4.1562,120.1345,1745
solca wielka,51.987471,19.234028,1746
lawey,-4.2373,123.0549,1747
qu`azu'iyeh,28.9,57.083332999999996,1748
beyg,37.602215,57.895615,1749
chinyang,30.48917874,116.93165994,1750
ujan mallikpur,23.533333300000002,89.7333333,1751
kull abar,36.8333333,38.3708333,1752
tifirassine,34.005895,-3.756425,1753
picarral,37.298983,-7.477581,1754
freux la rue,49.966667,5.45,1755
dolni pena,49.11071,15.018212,1756
burhniye,38.176389,27.858333000000002,1757
machiapa,32.053276,118.46719,1758
ban ta ba le he le,6.240639,102.079528,1759
hurumi,37.0342085,87.5138125,1760
samagoni,-6.0333333,145.45,1761
ceyzeriat,46.180104,5.319724,1762
pasena,10.0,-3.3333333,1763
croton-on-hudson,41.2083333,-73.8916667,1764
banjar langon,-8.5766,115.1773,1765
lutterworth,52.45,-1.2,1766
dogosongan,12.1401,123.6813,1767
ternova e madhe,41.44,20.3577778,1768
hocmont,49.677175,4.612191999999999,1769
hacienda penonales,18.297777800000002,-66.5136111,1770
yakodougou,8.587758000000001,-7.515414,1771
kuramni,38.30334406666666,127.04216259999998,1772
hushitai,41.932221999999996,123.511389,1773
bowness,51.083333,-114.16666699999999,1774
nawng-myin,21.5833333,97.7666667,1775
yangjiasi,35.9995835,110.9190275,1776
kolis heide,51.2,5.483333,1777
barabarapute,-5.4054,119.8602,1778
laboulie,44.559647,0.683924,1779
winawdo,18.3763889,97.3819444,1780
angeles de monte romo,9.997484,-85.38074499999999,1781
el mezainia,35.2308333,0.9608333,1782
nuevo lindero,20.959722,-101.88972199999999,1783
svartafors,58.45,15.483332999999998,1784
gradovci,41.84861110000001,21.5794444,1785
gerabi,11.49682,8.511403999999999,1786
rubezhinskoye,51.421944,51.956389,1787
lunghuachengkuan,41.311667,117.725,1788
romerillos,12.010719175000002,-88.428058825,1789
vaarla,60.183333,23.25,1790
horni perlsberg,50.049324,12.632807000000001,1791
novokugultinskoye,45.671389000000005,42.113889,1792
kabin giro,12.457785000000001,6.744517999999999,1793
nyanazama,14.316666699999999,-8.4,1794
al fash,13.916666699999999,43.5541667,1795
hocquelus,50.037735,1.5963319999999999,1796
tlerai muhammad jan,30.886033,67.70696099999999,1797
neble,54.892602000000004,11.862425,1798
kotayi-nazarali,34.368889,68.315833,1799
awde-omu,7.533333,4.4,1800
gade gongshe,30.201,90.101,1801
kotamjan-e seyyed `abd ol vahhab,37.4122,49.2436,1802
el cachicamo,10.4183333,-69.8266667,1803
ussimani,-11.836666699999999,35.993055600000005,1804
savanintsy,57.48451899999999,51.639868,1805
palmaha`im,31.933056,34.707221999999994,1806
digindetti,11.65,20.4833333,1807
pireh yusefan,38.4183,46.93,1808
ghazanch'i,41.078888899999995,43.8216667,1809
kalimantan,-2.9413885000000004,109.99472200000001,1810
shuitufang,22.824722,103.950278,1811
chah log,27.405,57.9338,1812
brohol,3.342,99.1446,1813
hushuili,23.95,120.61666670000001,1814
hasanjan kuh,38.0501,47.6318,1815
torrita,16.75,55.43888900000001,1816
mezina,50.092937,16.914686,1817
allhut,48.566666999999995,14.366667000000001,1818
achhe pirwala,29.794444,71.55833299999999,1819
izhmorskoye,56.159,86.634,1820
el caco,14.95,-90.116667,1821
krasnaya olkhovka,54.2398,40.9489,1822
longs crossroad,40.667777799999996,-78.5766667,1823
yangjiazhaizi,40.152958,120.05035600000001,1824
asedobo,14.304820999999999,38.418213,1825
missaglia,45.716667,9.333333,1826
hembla,35.1872222,6.3733333,1827
khathal baria,23.4166667,90.16666670000001,1828
busheri,28.767112,65.22748,1829
ma tinh,22.516667,103.883333,1830
tiftik koyu,39.747054999999996,35.366619,1831
holedec,50.278371,13.561485000000001,1832
dolni poustevna,50.991419,14.293226999999998,1833
saarjarve,58.6661111,26.758888899999995,1834
rempelam,4.0987,97.2708,1835
casal dos crepos,39.692865999999995,-8.564772999999999,1836
horni poustevna,50.997156,14.299594,1837
okuighele,5.64513,5.80368,1838
na tich,22.480392000000002,105.28483999999999,1839
novoye zhittya,48.683333000000005,32.9,1840
tauchlitz,50.966667,12.0,1841
tarakuma,27.3389,53.1709,1842
sayala,21.36666665,54.95,1843
chah machandiwala,31.693851000000002,71.066614,1844
menteres,-8.6433,116.4172,1845
naglicuan,18.31,120.5972,1846
osor,43.32092180000001,8.475003150000001,1847
jarkowatz,45.268889,20.758333,1848
velika ligojna,45.9925,14.292777800000001,1849
maekchonnni,39.1408333,126.00166670000002,1850
citama,11.649614999999999,7.930515,1851
barardeh,36.684191999999996,53.163297,1852
puerto izozog,-18.3166667,-62.9166667,1853
tankonga,10.733333300000002,1.6666667000000002,1854
meraleh,8.3666667,48.05,1855
fontecha,42.739253999999995,-4.288735333333334,1856
puerto zambrana,-17.15,-63.1166667,1857
patney,51.316666999999995,-1.9,1858
awdest,35.595038,66.94091,1859
timarevo,43.4,26.883333299999997,1860
wan te,21.3833333,99.8666667,1861
yusuf dhonkai,25.293648,69.477115,1862
tamayoust,32.993212,-4.884685,1863
husia,47.283333,23.3,1864
taraldzhyay,55.7666667,25.3666667,1865
montenaille,47.662923,4.977207,1866
zivink,37.30337666666667,40.241695,1867
zhaojia,30.98167463636364,115.4449547272727,1868
basalti,37.6091,44.190131,1869
achari madatugama,7.95,80.6333333,1870
chinyeka,-15.15,24.2333333,1871
buskovice,50.224888,13.372232,1872
kambya,35.0083333,33.2583333,1873
canogan abajo norte,17.399224,121.78924599999999,1874
bowoima,6.9666667,-11.383333300000002,1875
waesoken,-8.8035,120.6874,1876
asauli,24.1359,78.4677,1877
grimsmyrheden,60.683333,13.7,1878
fengren,24.5137855,115.95994999999999,1879
pijono,-7.783333,109.91666699999999,1880
tshikalaba,-7.5,18.9,1881
sendowo,-7.769444,110.36861100000002,1882
mulquens,29.11,-10.2,1883
cibin,37.234736,38.205019,1884
nhacapendega,-16.5591667,33.9302778,1885
nagmung,27.55,97.75,1886
vaivre,47.374798,6.701384,1887
mecrihan,37.154396999999996,39.066965,1888
suwaghiyah,36.0,36.75,1889
ban pra yod,6.768278,100.95094499999999,1890
chak twenty-eight ml,32.012767,71.383273,1891
nuevo rocio,37.054363,-6.042565,1892
uturala,7.2166667,80.45,1893
mian kalay,31.612201000000002,67.11846899999999,1894
bowokrejo,-7.7975,109.97111100000001,1895
jakhal mandi,29.8,75.833333,1896
ravanag,27.055,57.180278,1897
meureulo,5.776111,95.332778,1898
gondang timuk,-8.3292,116.1934,1899
man laphpa,22.1166667,98.45,1900
jedlownik,50.002644000000004,18.437401,1901
guash,26.698932,59.73526,1902
mutterhausen,48.981159999999996,7.449605,1903
fengrui,28.8404945,115.9271845,1904
aukupenai,55.2333333,24.15,1905
beato n. a. pereira,-24.2733333,34.958611100000006,1906
leuweuwing-gede,-6.1644440000000005,106.423056,1907
qowreq,35.0261,47.0629,1908
qowrghachi,33.473622,67.486227,1909
sapo-sapo,-5.71333315,22.3319442,1910
yang ma sin cao,22.383333,103.55,1911
novyye kirgany,45.856111,28.291666999999997,1912
seltso borisovo,56.716667,33.916667,1913
nawngkai,21.6333333,97.6166667,1914
angelhausen,50.833333,10.966667,1915
yttre jordala,58.15,12.5,1916
tamba ii,13.7166667,-13.683333300000001,1917
liangyuanzi,36.092095,107.242778,1918
novolozhnikovo,56.506536,76.416392,1919
el mchalfa,34.656935,-5.958108999999999,1920
goth pir gunio,26.788452000000003,67.748292,1921
ngebanan,-7.873056,111.34166699999999,1922
mirzarpur,25.15,82.583333,1923
wonoleto 1,-7.496111,110.39138899999999,1924
bouabout,31.265543,-9.178652,1925
solear satu,-6.274166999999999,106.39027800000001,1926
utvalnas,60.75,17.333333,1927
stibanken,54.791879,11.359848,1928
singita,-3.8333333,33.283333299999995,1929
ngebeanged,6.913888900000001,134.1438889,1930
izieu,45.653663,5.644023000000001,1931
canoipulan,12.0424,124.6645,1932
fdar et-tahta,34.1333333,35.7,1933
vtoraya plastinka,52.266667,40.0,1934
sniatowa,51.943537,19.153983,1935
suwaloh,-7.201002000000001,111.95156599999999,1936
busla,0.4544444,34.0758333,1937
hartsback,62.683333,21.25,1938
waimumu,-46.116667,168.8,1939
savastyane,57.805519,48.434204,1940
san pablo de ycuamandyyu,-24.15,-57.066667,1941
chak twenty-eight-two l,30.794444,73.519444,1942
diyeh ragheh,35.6881,47.3283,1943
grootloo,51.016667,4.7,1944
al hayara,35.442871999999994,8.810523,1945
aslam khan dheri,34.279693,71.708842,1946
viroxa,-19.65,-67.7833333,1947
buslaki,57.631467,40.60325,1948
tibba charhoyan,30.828012,70.930686,1949
kovij,38.3333,46.5777,1950
malil,34.959129,70.456535,1951
delodrurung,-8.2037,114.8826,1952
procyn,52.55923000000001,18.03278,1953
amle,7.0833333,0.5333333,1954
zakrzewo zalesie,52.736778,22.221482,1955
ngalel,16.041944400000002,-16.4480556,1956
rahwat,13.983333300000002,45.216666700000005,1957
kamanoura,32.933333000000005,129.616667,1958
ganovtse,49.15,24.666667,1959
dongbaishatun,40.208867,120.36771499999999,1960
yungninghsien,29.38289625,106.73751900000002,1961
san pablo lachiriega,16.843611,-96.014167,1962
man loi-hsum,22.6666667,98.6333333,1963
mandlfeld,48.7,11.433333,1964
mieczyslawowka,51.494122,22.568136,1965
sene,13.677057128571429,-3.4771577142857137,1966
novyye kryuki,55.65,27.85,1967
kalimbukowo,-9.5148,119.2097,1968
kisjustus,47.616667,20.766667,1969
ngebrak,-7.138944333333334,111.03952966666667,1970
sungshuchen,42.043611,127.107222,1971
fardam,12.842446,7.749249000000001,1972
kalateh-i-sabz,32.083333,59.25,1973
bating,11.4979291,81.33763733333333,1974
kampong mus,5.9,100.65,1975
masingni,39.1333333,127.1991667,1976
al hayathim,24.164672,47.238156,1977
onandaga,15.35,-88.81666700000001,1978
siippo,60.416667000000004,24.45,1979
vasszilvagy,47.301309,16.752836,1980
tanjung tanora,3.5255,98.5912,1981
fengshanli,31.0069355,116.216321,1982
donkerila,10.983333300000002,-6.35,1983
baldasi,45.3166667,13.719722199999998,1984
yangamo,4.9666667,14.05,1985
chak twenty-five m,29.739839,71.732036,1986
bouadikro,6.760743,-3.514441,1987
golibasi,45.718610999999996,28.180278,1988
el cajete,22.6625,-103.8350695,1989
vachendorf,47.833333,12.316667,1990
usina,-5.495779566666667,-43.05165706666667,1991
stanislavchyk,48.971201,28.10995,1992
novozaporozhye,47.828094,34.934573,1993
wukungli,22.8666667,120.53333329999998,1994
el bragado,26.866667,-101.15,1995
jarmawa,12.078573,8.135923,1996
kalikesik,-7.399444,109.06583300000001,1997
hpalauk myauk,17.6,96.6333333,1998
iziri,10.4,-2.7166667,1999
findikan mahallesi,39.05,39.366667,2000
elion,-2.0166667,15.872222199999998,2001
findikcik,40.749990999999994,37.701139000000005,2002
ungwan maijakai,11.699392999999999,7.766641,2003
pechtera,42.033333299999995,24.3,2004
pesuruan,-7.6175,109.25138899999999,2005
igdanlog,10.5778,121.9676,2006
lausdorn,50.1191667,6.0833333,2007
keseran dua,-7.163889,109.118889,2008
ban pracha san,14.430417000000002,103.188361,2009
al hattaniyah,35.1333333,36.0666667,2010
tyurkmeshlii,42.25,25.35,2011
miss,9.35083335,101.60680554999999,2012
guasique,11.0075,-69.87861109999999,2013
wanfufu,0.9666667,32.716666700000005,2014
kampong fasal,2.1541,102.3591,2015
kiskastely,45.741111,21.849167,2016
chengchiakouchen,37.345556,115.971667,2017
aynskoye,48.566666999999995,142.2,2018
rumbai,0.5710000000000001,101.4468,2019
gyorgyhomokdulo,48.2,21.666667,2020
holmebo,56.95,14.216667000000001,2021
asegara,14.088331,39.696312,2022
marinci,44.30259253333333,19.57824066666667,2023
kurdah yur,35.5952778,43.648611100000004,2024
canapolis,-18.733333,-49.216667,2025
khatmat al madil,14.916666699999999,47.95,2026
cilici,43.1777778,17.6811111,2027
brojce,52.646133999999996,16.891791666666666,2028
grindal,62.933333,9.766667,2029
bakhakurdala,35.2780556,45.14388889999999,2030
sar swaraka,33.02805,65.033101,2031
lyng,55.7087224,6.1953222,2032
cannelle,30.766282150000002,-31.8643285,2033
hacienda bagacay,10.466,123.0147,2034
kayan-iwakade,5.216491,6.325792,2035
nanmatou,31.433333,121.112778,2036
galoumboma,-3.6697222000000003,14.712777800000001,2037
elvazlu,40.625278,46.908056,2038
kalateh-ye `alijan,32.716667,59.166667000000004,2039
gelemou,7.598928,-7.900709,2040
sinnjar,35.258333300000004,36.975,2041
nizhnyaya karaganka,51.6713,59.0225,2042
fengshi,28.47654975,112.696664125,2043
fengshigang,24.194444,112.56638899999999,2044
sinnki soumeta,13.6,-14.4666667,2045
binahaan,13.8467,122.30584999999999,2046
thompsons store,36.6066667,-85.42277779999999,2047
pet ouolof,15.15,-15.85,2048
ziyueling,29.69,120.367222,2049
asegard,60.0,13.15,2050
aslama,47.039856,40.762239,2051
staten island junction,40.658888899999994,-74.2875,2052
yville-sur-seine,49.39938,0.877502,2053
diboke,6.444338,-8.112336,2054
randujungkal,-1.166667,110.7,2055
cezarji,45.5391667,13.805277800000002,2056
el brasil,10.008950936842103,-79.27187472105263,2057
asegasu,5.1,-2.8833333,2058
fardsle,58.0,12.233333,2059
zhaopengchong,26.895833000000003,111.55083300000001,2060
xom giong cu,10.05,106.733333,2061
san patricio de la mesa,29.783333000000002,-109.66666699999999,2062
hsiakaonien,34.894721999999994,108.935833,2063
tshingambo,-6.15,21.2,2064
novyy tim,52.225947999999995,37.363878,2065
izma`ilabad,28.95,54.083332999999996,2066
el medint ouamouch,30.056389000000003,-8.246875,2067
rumbonys,54.466666700000005,24.05,2068
naisud town,11.8058,122.1939,2069
shir bejar,37.001889,49.655374,2070
hacourt,48.16375,5.574146,2071
doukoukou,11.0333333,-12.683333300000001,2072
vouciennes,48.84621,4.451142,2073
sinnthiourou,11.8,-13.4666667,2074
hanasesti,46.383333,22.866667,2075
merbat,25.49807305,25.2210776,2076
cilimus satu,-6.856111,107.427222,2077
tommern,52.416667,7.9166669999999995,2078
ban ta chan,15.50833325,102.22083325,2079
yedah,12.308959,9.518228,2080
lac del'est,47.333333,-69.68333299999999,2081
kriauciunai,54.7,25.15,2082
belyye gorki,50.5383545,48.2595455,2083
shujiajian,31.2,119.233333,2084
vezzola,45.188888999999996,10.238889,2085
novomirovskiy,47.505,38.800278000000006,2086
hasar,32.47515832727272,49.68620101818181,2087
kurichchi,11.566667,77.7,2088
palmar de buena vista,18.35,-70.8666667,2089
hacienda sarcas,-16.310555599999997,-72.455,2090
banjar lebuanyar,-8.5163,115.4247,2091
statikay,55.2333333,24.716666699999998,2092
tyutnevo,59.36789,38.137902000000004,2093
marineland,29.668611100000003,-81.2136111,2094
tshintshanku,-5.55833315,22.34333315,2095
barkashi,42.8544444,42.0475,2096
vedzhini,41.7152778,45.818611100000005,2097
sitio maria de d. l. cavalheiro,-25.985,-49.676667,2098
belandean,-3.183333,114.58333300000001,2099
tepang,18.274,120.6177,2100
pouymas,45.296807,1.9199439999999999,2101
yeshancun,29.899186999999998,117.87232750000001,2102
laid prangeleux,50.233333,5.5833330000000005,2103
shweyanbye,20.6833333,96.9333333,2104
joao caldeira,-14.983332999999998,13.583332999999998,2105
cezerat,45.208583000000004,2.8988169999999998,2106
jylhanranta,64.333333,25.866667,2107
ban lem mai,7.108575999999999,99.577004,2108
haciaslanlar,39.633333,27.066667,2109
sadowez,43.3,24.35,2110
asegeda,13.2027,39.589493,2111
ban tha kling,18.407972,103.288584,2112
strand esbonderup,56.123664,12.263411,2113
zhaotaoyuan,34.225,116.66666699999999,2114
sausnieki,56.8333333,27.5833333,2115
ospirma,5.329015,-75.809877,2116
horni vadicov,49.2666667,18.8833333,2117
amlekganj,27.2833333,84.9833333,2118
mittelhees,50.933333000000005,7.95,2119
zir`in,32.5625,35.322222,2120
elverlingsen,51.283333,7.7,2121
kalimporo,-5.3631,120.3128,2122
stadt eisenstadt,47.85,16.516667,2123
paoying,33.229167,119.30916699999999,2124
golikova,60.00363350000001,118.50106650000001,2125
san narciso,12.422771385714286,31.27461422857143,2126
la neuville-aux-bois,48.968619,4.888626,2127
grafel,53.38333299999999,9.333333,2128
kuridul,36.9527445,128.101122,2129
al hayawan,35.1666667,40.4333333,2130
petrovsko,47.8655963,15.45025715,2131
hasnikar,39.895672999999995,41.961560999999996,2132
hacienda progreso,5.682677766666667,55.2884111,2133
welna,52.749238999999996,17.2247025,2134
voula,8.791527775,18.3901389,2135
blang jrat,5.1785,96.9522,2136
al mraysah,33.8666667,35.55,2137
elise,49.045564,4.8672379999999995,2138
mevruk,41.443259999999995,32.8638,2139
ban lemsing,12.485472,102.0535,2140
deh-i-miun,27.5235,54.0777,2141
gang sukamulya,3.5284,98.7615,2142
pematangpasir,3.0009,99.8107,2143
chah mastiwala,31.489345,72.17528,2144
cezme e madhe,40.9086111,20.522222199999998,2145
colle calvo,42.533333,13.233332999999998,2146
jyska,62.233332999999995,25.833333,2147
ban bang hak,13.995555499999998,100.7523055,2148
mulumboni,-14.0333333,23.6666667,2149
faksfjorden,68.982778,17.553055999999998,2150
medemrode,56.3333333,22.7,2151
pausesti-otasau,45.066666999999995,24.133333,2152
horni zalezly,50.597607,14.043398999999999,2153
senija,38.727323999999996,0.042479,2154
ayranca,-13.483333300000002,-72.7,2155
deh-i-mursalan,36.515614,69.636208,2156
tmanech,35.468452,-5.627598,2157
travneve,50.4317355,29.792144,2158
pacla,-8.48277775,-77.35319445,2159
plei doi,14.183333,107.78333300000001,2160
jim mponde,-12.883333300000002,30.6,2161
hsiakuhsientsun,37.316389,112.391667,2162
jakobsdorf,53.0519312,17.207162000000004,2163
tepe bur,34.774,46.5254,2164
promezhutok,58.4737,59.9249,2165
kyantale,-0.5333333,31.7166667,2166
naivindamu,-19.1166667,-178.6,2167
yuanhsingssu,33.021389,116.168333,2168
sedati kulon,-7.3842,112.75399999999999,2169
jarnstad,58.25,14.716667000000001,2170
nagorri sridharmrat,8.433333,99.966667,2171
holidays cove,40.400555600000004,-80.59,2172
alsung,56.9833333,21.5666667,2173
mittelpollnitz,50.75,11.916667,2174
wangar,-5.0833333,145.7166667,2175
visatskoe,45.025,42.906389000000004,2176
nuktuzh,56.119167000000004,48.122222,2177
krasnij,51.7,94.45,2178
kaiteba,-9.816666699999999,148.0,2179
gardelengen,52.533333,11.366667,2180
suszka,50.4950445,19.703184,2181
qneinass,35.533333299999995,35.783333299999995,2182
sokhtayi-sufla,34.416786,66.017303,2183
razekhino,56.555278,33.3425,2184
veliki centur,45.5058333,13.772222199999998,2185
k c subdivision,35.851111100000004,-86.48388890000001,2186
jim sichange,-17.45,25.966666699999998,2187
leg tarnowski,50.083333,20.85,2188
qabilat awlad abu suhayyirah,32.7827778,12.7180556,2189
kichkalna,54.736491,50.345939,2190
masjed-e `olya,35.5427,48.2633,2191
doaria,24.15,90.91666670000001,2192
raikanapalli,17.855,78.17416700000001,2193
dapozhuang,39.3,117.95,2194
sekalac,-10.366667,123.61666699999999,2195
andelot-en-montagne,46.852579999999996,5.933679,2196
brothertown,43.458333350000004,-81.8652778,2197
el sabinal,21.271944333333334,-99.10518533333334,2198
lawsonham,40.9961111,-79.485,2199
vadyany,48.010833,28.227221999999998,2200
alsunga,56.9833333,21.5666667,2201
colle della sponga,42.266667,13.066667,2202
ban kaeng sanam nang,15.749542000000002,102.254837,2203
sauti,-2.6166669999999996,139.6,2204
harum,34.09166685,17.141666649999998,2205
paco dos ferreiros,37.157222999999995,-7.901497,2206
ranst,51.2,4.55,2207
centre,18.269564349999996,31.355787025,2208
smokovo,45.22,14.641944400000002,2209
mening,-7.7944,111.4299,2210
hacienda siglonuevo,9.538059,-74.417326,2211
kampung sungai burong estate,1.4791,103.5091,2212
donglu,30.667093181818185,115.42915290909092,2213
gerard,25.6336289125,-53.83944058749999,2214
guishanao,30.156468,119.072152,2215
garduh satu,-7.0354,106.9408,2216
moyanchong,24.762222,112.50583300000001,2217
puerto nuevo-shell,7.370875999999999,-73.942066,2218
xinxingxu,31.986238,120.136292,2219
gudgeri,15.133332999999999,75.366667,2220
wangbazi,31.069543,109.916886,2221
hpaungtaung ywa,14.566666699999999,97.9333333,2222
zacos,42.566481,-6.0839099999999995,2223
novonikolaevka,51.066944,79.40055600000001,2224
jose tartano,-28.916666999999997,-54.65,2225
ranes,56.2869695,4.928428500000001,2226
yeni kazbekir,40.546816,34.033338,2227
jarogniewice,51.9961075,16.091275,2228
heala,7.35,-9.2,2229
solhaga,59.45,18.366667,2230
chengchung,25.1416665,116.7,2231
ognjanovas,45.709166700000004,15.371944400000002,2232
lianmawei,23.353316,114.65101399999999,2233
trayon,-7.356389,110.64138899999999,2234
citdede,36.362778000000006,36.528333,2235
beyhut,34.343243,58.367968000000005,2236
yangmeijiao,23.565906,115.73852600000001,2237
racasu de jos,46.033333,25.4,2238
binajaan,13.9901,121.7554,2239
yangchidong,36.783333,127.933333,2240
barukina,-7.263999999999999,107.7704,2241
la nonega,19.4,-70.7,2242
ngronggot,-7.676,112.0559,2243
crowfoot,45.0398149,-103.4850001,2244
ortaveran,37.241401,38.947869,2245
stovall mill,34.6111111,-83.67222220000001,2246
kabo nzambi,-2.7333333,11.516666699999998,2247
rudrim,26.4475,61.6548,2248
vakil qeshlaqi,36.1451,48.04600000000001,2249
baqirke,30.933333,74.31666700000001,2250
kovtenitsy,60.650441,33.232129,2251
z'guedima,31.61,-4.2,2252
misilimito,42.35,25.5833333,2253
jeffriesburg,38.4402778,-91.0880556,2254
anamakro,7.359493,-4.001191,2255
dampit,-6.03628875,120.48833342500001,2256
cibiukindah,-6.963889,107.612778,2257
nawruz,37.840416649999995,56.638611100000006,2258
kotgarh,28.36518533333333,78.90296266666667,2259
ban paung tham,19.116667,99.7,2260
chah mechang,35.230906,57.60926800000001,2261
luvska,41.7333333,25.25,2262
sauvat,45.316666999999995,2.45,2263
kalateh-ye beghamza,33.216436,57.321205000000006,2264
salam khel,34.125448250000005,68.84264475,2265
alyshar,39.536491,44.926142,2266
weishanchuang,39.66,116.405,2267
husn thujai`ah,15.066666699999999,48.033333299999995,2268
ban leun,21.833333,103.866667,2269
pepaliu,55.0833333,23.7666667,2270
kirokut,6.0797,116.8153,2271
qaryat al yunis,33.249444399999994,43.8722222,2272
tepeguales,25.55,-107.55,2273
tzehotien,36.8,118.36666699999999,2274
yuanjiazhuang,34.483643,113.3914235,2275
semado,4.25,115.58333300000001,2276
scrofario,38.316666999999995,16.033333,2277
erqu,34.27068433333334,113.59253799999999,2278
kampong nyior,3.8387000000000007,102.382322,2279
betsakoka,-23.3166667,45.716666700000005,2280
ban tha kok daeng,16.744989,101.81689499999999,2281
palmiras norte,8.766666699999998,-82.4666667,2282
verkhniy yelanskiy,51.2538,42.891999999999996,2283
kampong nyiur sebatang,5.0585515,101.92689200000001,2284
sayereso,6.5833333,-2.7833333,2285
kundabul,35.166242,128.371426,2286
quahene,-23.206944399999998,35.485,2287
bose zhen,23.899722,106.61333300000001,2288
husas,63.433333,14.766667000000002,2289
medankrio 2,3.5822,98.59100000000001,2290
quihuicasa,-21.05,-65.6166667,2291
erbaunuulya,38.133674,38.972772,2292
leskenskiy,43.217965,43.742272,2293
shomfuli,-14.016666699999998,28.3333333,2294
kampong suang punggor,6.3671,116.3722,2295
bowring,36.8780556,-96.11972220000001,2296
gonitz,46.791667000000004,15.225000000000001,2297
kuanyun,34.299444,119.254167,2298
icala,15.789167,-91.382222,2299
barash,36.986388899999994,43.2633333,2300
borzytuchom,54.200242,17.369332999999997,2301
kipoupolis,38.05,23.6833333,2302
keur aliou fal,15.116666699999998,-16.783333300000002,2303
opanuz,39.466667,29.35,2304
mianah bid,34.002978000000006,67.805077,2305
kirongwe,-7.8,39.8166667,2306
mulwo lor,-7.512778,110.05416699999999,2307
sifalago,0.8617,97.7642,2308
holjebro,61.25,17.033333,2309
kurin,25.75081334285714,73.73505734285713,2310
usoan,-7.7512,112.3752,2311
praikomi,-9.6659,119.4611,2312
al qararah,20.115864260000002,43.85873794,2313
gneiss,35.1333333,-83.28138890000001,2314
kashata,59.416667000000004,50.6,2315
hasongdan,37.955555600000004,125.85666670000002,2316
mutofwe,-11.616666699999998,32.2,2317
hemmelsberg,53.083332999999996,8.316667,2318
novooktyabrsk,56.646111,83.48916700000001,2319
mawaiya,25.2513,79.453,2320
kuloinen,60.483056000000005,22.2,2321
i-n-azaoua,20.8194444,7.4608333,2322
wangchialeng,33.863889,107.104722,2323
ban kaeng si phum,17.092481,101.696522,2324
sekarpeta,-7.5186,111.6169,2325
binakanahalli,11.683333,77.133333,2326
stary kaltstejn,50.29205,17.149562,2327
aynysyuleyman,37.481726,40.525264,2328
blang manyak,5.135,96.9136,2329
ganesyampur,25.5666667,88.8833333,2330
shul-e dalkhan,30.2441,52.1047,2331
hasnuk,36.930833299999996,41.110555600000005,2332
douar oulad el graini,32.884753,-7.240034,2333
jaikhera,20.266667,73.666667,2334
shehr-i-avroman,35.2526,46.2624,2335
lampian,-11.2377778,-76.83972220000001,2336
iqabline,31.733731,-6.698134,2337
nedjelja,45.798333299999996,15.780555599999998,2338
san pedro de los penas,-21.2666667,-64.8166667,2339
sverdlovets,55.364368000000006,51.153822999999996,2340
robat-e aqa kamal,33.4751,51.3413,2341
suysaari,61.966667,34.55,2342
sedelnikovskiy,67.0,68.43333299999999,2343
ban mun dan,12.5935,102.57513900000001,2344
barashevtsevo,51.776944,71.061111,2345
husoputukoi,44.633333,81.7,2346
sedelsberg,53.05,7.75,2347
koshev,49.49137,29.588631,2348
ban kaeng som hong,17.835334,104.317861,2349
k'ashuni,39.330555600000004,46.2616667,2350
deh latah,34.267998,62.483856,2351
brokhauser weg,53.166667000000004,8.166667,2352
sitomang,-7.898,114.1856,2353
bowrz,30.3973,55.4164,2354
jaroslawsko,53.002644999999994,15.416484,2355
maetanidong,37.270278000000005,127.050556,2356
medholma,60.166667000000004,18.633333,2357
jailan,13.7166667,-15.016666699999998,2358
bougy,48.575489000000005,0.7505395,2359
gonjak,-8.672,116.2764,2360
vadoga,60.094198999999996,34.333256,2361
bunyolo,0.6333333000000001,32.5666667,2362
tepus,-4.771795285714285,111.07074285714285,2363
babakan saripin,-7.3325,108.2455,2364
yuntouchieh,32.798611,108.15388899999999,2365
pickens landing,31.981944399999996,-88.06611109999999,2366
monte tala,-31.1,-68.9,2367
hacienda buenahora,8.177211999999999,-73.64350400000001,2368
zomerstraat,51.05,3.916667,2369
taiseiri,37.970138899999995,127.27777755,2370
rudzyany,55.10555553333334,24.916666666666668,2371
pavidaujis,55.2080556,22.812222199999997,2372
anfengying,24.973451,102.292332,2373
